response_catalog_id|response_catalog_description|response_type_cd|response_catalog_header|severity_cd
42011|Prior Notice:  The three-level RATA conducted for each of the following monitoring systems will expire at the end of the next reporting period: System ID(s) [EXPIRING].  Three-level RATAs expire after five years.|CHECK||
42012|Warning:  The three-level RATA conducted for each of the following monitoring systems [TEXT]: System ID(s) [EXPIRED].  Except for a 720 operating-hour grace period extension, you will need monitor stack flow with another FLOW system or report substitute data until you perform another three-level RATA.  Three-level RATAs expire after five years.|CHECK||
42013|Warning:  The three-level RATA conducted for each of the following monitoring systems [TEXT]: System ID(s) [EXPIRED].  Except for a 720 operating-hour grace period extension, you will need monitor stack flow with another FLOW system or report substitute data until you perform another three-level RATA.  In addition, the three-level RATA conducted for each of the following monitoring systems will expire at the end of the next reporting period: System ID(s) [EXPIRING].  Three-level RATAs expire after five years.|CHECK||
42230|Warning: The UnadjustedHourlyValue reported in the MATS MHV record for [param] is in excess of the maximum value listed in the monitoring plan.  Sources are required to periodically (at least once annually) evaluate the appropriateness of these maximum values in the monitoring plan and make proper adjustments when necessary.  Adjustments may include the need to update range values.  You should investigate the cause of these exceedances and determine whether adjustments to your monitoring systems or monitoring plan are necessary.|CHECK||
42231|You did not report a measured value MODCCode in the MATS Monitor Hourly Value record for [param], but reported an UnadjustedHourlyValue.|CHECK||
42016|Prior Notice:  The Appendix E test conducted to determine the NOx correlation curve for each of the following monitoring systems will expire at the end of the next reporting period: System ID(s) [EXPIRING].  Appendix E tests expire after five years.|CHECK||
42232|You did not report a measured value MODCCode in the MATS Monitor Hourly Value record for [param], but did report an UnadjustedHourlyValue.|CHECK||
42018|Warning:  The LME Unit Default Test conducted to determine the default NOx emission rate for each of the following fuels [TEXT]: Fuel Code(s) [EXPIRED].  In subsequent reporting periods, you will need report substitute data until you perform another Unit Default Test.  LME Unit Default Tests expire after five years.|CHECK||
42019|Warning:  The Appendix E test conducted to determine the NOx correlation curve for each of the following monitoring systems [TEXT]: System ID(s) [EXPIRED].  In subsequent reporting periods, you will need report substitute data until you perform another Appendix E test.  In addition, the Appendix E test conducted for each of the following monitoring systems will expire at the end of the next reporting period: System ID(s) [EXPIRING].  Appendix E tests expire after five years.|CHECK||
42020|Warning:  The Appendix E test conducted to determine the NOx correlation curve for each of the following monitoring systems [TEXT]: System ID(s) [EXPIRED].  In subsequent reporting periods, you will need report substitute data until you perform another Appendix E test.  Appendix E tests expire after five years.|CHECK||
42021|Prior Notice:  The LME Unit Default Test conducted to determine the default NOx emission rate for each of the following fuels will expire at the end of the next reporting period: Fuel Code(s) [EXPIRING].  LME Unit Default Tests expire after five years.|CHECK||
42022|Warning:  The LME Unit Default Test conducted to determine the default NOx emission rate for each of the following fuels [TEXT]: Fuel Code(s) [EXPIRED].  In subsequent reporting periods, you will need report substitute data until you perform another Unit Default Test.  In addition, the Unit Default Test conducted for each of the following fuels will expire at the end of the next reporting period: Fuel Code(s) [EXPIRING].  LME Unit Default Tests expire after five years.|CHECK||
42233|You did not report a measured value MODCCode in the MATS Monitor Hourly Value record for [param], but did report an UnadjustedHourlyValue.|CHECK||
42234|You reported an incorrect MODCCode  in the MATS Derived Hourly Value record for [param], as you reported substitute data for one or more essential auxiliary parameters. |CHECK||
42235|You reported an incorrect MODCCode in the MATS Derived Hourly Value record for [param], as you reported measured data for essential auxiliary parameters. |CHECK||
42236|You reported a FormulaIdentifier in the MATS Derived Hourly Value record for [param], but you did not report a value for all the essential parameters needed to perform the calculation.|CHECK||
42237|You reported a FormulaIdentifier in the MATS Derived Hourly Value record for a formula that is not a valid formula for [param].|CHECK||
42238|The [param]  could not be recalculated, because the diluent value would result in division by zero.  |CHECK||
42239|Hg CEMS calibrations performed before September 9, 2020 and all HCl CEMS calibrations must be performed while the unit is online.|CHECK||
42240|You reported an invalid Year in the Test Summary record for Location [LocationID], TestTypeCode [TestTypeCode] and Test Number [TestNumber].  The test was not imported.|IMPORT||
42241|You reported a [testtype] in [key] that is not a valid TestTypeCode for a weekly test.|CHECK||
42242|You have reported a Test Summary Record for Location [LocationID], TestTypeCode [TestTypeCode] and Test Number [TestNumber], which is inappropriate for the system type for MonitoringSystemID [system].  This test was not imported.|IMPORT||
42243|You reported a MonitoringSystemID for [key], which is not valid for a [testtype].  Only a ComponentID is reported for a [testtype].|CHECK||
42244|For [key], you reported an Absolute Difference Indicator of 1 that can only be used if the absolute difference between the Hg concentrations of the paired traps is less than or equal to 0.03 ug/m3.|CHECK||
42245|For [key], you reported a SpanScaleCode that in not an appropriate code for a [testtype].|CHECK||
42246|For [key] you reported a [levelcode] that is not in the list of valid [fieldname] for this test type.|CHECK||
42247|For [key], you reported an invalid Gas Level Code of [levelcode], for a [testype].|CHECK||
42248|"You did not report an APSIndicator of ""0"" or ""1"" for [key]."|CHECK||
42249|The APSIndicator reported for [key] is inconsistent with the APSIndicator recalculated from the reported reference and measured values.|CHECK||
42250|The [testtype] status for [key] could not be determined, because the OperatingTime in at least one Hourly Operating Data records was missing or invalid.|CHECK||
42296|Test [key] was performed while the unit was not operating even though [type] test are only allowed during operating hours.|CHECK||
